commit,def_total_time,def_total_classes,prod1_total_time,prod1_total_classes,prod2_total_time,prod2_total_classes
1576f81dfe0156514ec06b6051e5df7928a294e2,22396.169355392456,749,22232.217621564865,649,22058.787664413452,649
390f8603d3a54ffae743fe240b9b0195bd01de06,22574.10148501396,751,22403.67427253723,650,18901.071692705154,650
