commit,def_total_time,def_total_classes,prod1_total_time,prod1_total_classes,prod2_total_time,prod2_total_classes
a6329385a012aa8009ed0561a340e8a752b77a6a,1193.4593126773834,295,885.795875787735,158,879.5200290679932,158
8fa8344a8c0c72d167ce92b5f44f88beb43f325e,1136.4417781829834,295,731.863855600357,158,862.1147575378418,158
