commit,def_a_time,def_total_time,def_total_classes,def_select_from_prev,def_select_from_cur,def_select_from_both,prod1_a_time,prod1_total_time,prod1_total_classes,prod1_select_from_prev,prod1_select_from_cur,prod1_select_from_both,prod2_a_time,prod2_total_time,prod2_total_classes,prod2_select_from_prev,prod2_select_from_cur,prod2_select_from_both
7ce597d34f8ccf3fbc2fa713cac4c0ff32c295ad,40.578,313.60987973213196,16,16,295,16,40.325,73.53790783882141,2,18,11,2,40.244,72.91444492340088,2,18,6,2
24b700848f2c766750044b31a2a88dc777f20a92,24.203,721.9600412845612,87,87,295,87,25.057,58.01685857772827,2,87,11,2,25.616,57.877493381500244,2,88,6,2
9b627905c7e6ffaea918b874cf88ebd1ff7a88c8,37.042,564.0663244724274,52,52,295,52,36.639,71.75003290176392,2,53,11,2,36.499,69.98300290107727,2,53,6,2
e4ad6e9f647dc07604b42733eecdff24dd30c519,28.912,816.9354326725006,104,104,295,104,29.973,161.77256512641907,15,110,15,15,30.687,65.45180177688599,2,104,3,2
60e263e03b7b0d2d0b4642d5e788aa0593e075c8,40.177,275.29503893852234,13,13,295,13,42.789,77.20117545127869,2,14,15,2,40.68,73.47431373596191,2,15,3,2
aa2b807026182fb176150bb0e2bcfeb640b2363d,27.082,651.6647536754608,69,69,295,69,28.09,84.97014331817627,6,70,15,6,28.588,65.95152950286865,2,70,3,2
f86bff0f53877176b16f87e17fe6fe97a2cbd583,34.233,648.447051525116,68,68,295,68,33.12,439.6044890880585,57,84,57,57,40.558,84.24799180030823,2,69,3,2
b9b075f21a4276f080fafdf7e4dea566dc056207,36.731,672.8927376270294,68,68,295,68,34.83,372.01987862586975,42,69,57,42,38.738,75.81846976280212,2,69,3,2
f5af7611c0dbbb5ea7d65ef5d916fa363aa0e82c,30.309,564.4297978878021,52,52,295,52,31.92,328.25194931030273,39,52,57,39,29.977,76.13479518890381,5,55,6,5
1408c044b196d1a919f78c45829076f270cdeca7,34.001,650.0601160526276,72,72,295,72,30.195,386.6924057006836,45,72,57,45,33.334,96.9229986667633,6,72,6,6
06ef9e9778ae2e1747b44bf994b241b890f07895,29.728,1021.7146875858307,175,175,295,175,27.664,392.05819272994995,51,174,57,51,26.642,70.26688814163208,5,175,6,5
45347bb81a76c303d91e1012805190b3f1accb2a,39.826,451.0158324241638,38,38,295,38,40.122,125.69204950332642,9,41,57,9,39.069,82.79331946372986,2,40,6,2
02fa0903a206bbcc42b7daaadb66e428e0a4184e,27.402,783.824312210083,101,101,295,101,26.817,392.22643756866455,49,101,57,49,31.379,75.53651165962219,4,102,6,4
2382a70de56693cb2d618ea14ea15159ba95dbdb,36.204,470.850483417511,44,44,295,44,37.722,264.4539074897766,32,46,57,32,34.339,66.54084587097168,2,46,6,2
e766dd7b29440c7b5b60dbeb19e69a2924f0765c,36.475,302.2505474090576,16,16,295,16,36.324,93.7737135887146,6,19,57,6,37.718,70.57382225990295,2,18,6,2
e64b089ed16b17e9ebe6f5441f74c19aa7d0b170,33.904,606.8091161251068,77,77,295,77,33.921,282.2074897289276,36,78,57,36,34.954,74.78897833824158,2,78,6,2
17750a72f5d098f75057b794688e4c3779fbde2d,45.849,287.44271755218506,12,12,295,12,45.716,94.29054260253906,5,15,57,5,44.164,77.3872127532959,2,14,6,2
6d2faf43233aa7bde346dde0f81e4d9464872850,39.17,633.7648575305939,52,52,295,52,41.22,375.78343176841736,39,52,57,39,39.623,77.8572244644165,2,52,6,2
7957b0cc7e0e8b162441df4d6152a544346682f6,41.012,274.87450313568115,12,12,295,12,39.502,405.1616051197052,59,69,60,59,43.056,118.36739754676819,11,24,11,11
c49f7f63fca144765bf7c2da41791769286dfccc,51.099,85.87174534797668,2,2,295,2,49.717,91.31480717658997,3,3,60,3,51.556,85.5565755367279,2,2,12,2
8fa8344a8c0c72d167ce92b5f44f88beb43f325e,44.13,342.3116466999054,26,26,295,26,40.332,82.07527256011963,5,27,60,5,41.292,80.96718883514404,4,26,12,4
