commit,def_a_time,def_total_time,def_total_classes,prod1_a_time,prod1_total_time,prod1_total_classes,prod2_a_time,prod2_total_time,prod2_total_classes
acbfb2d78996cbaa29b9dc764d4cb3463193dc45,0.261,1047.9340817928314,297,0.258,837.4305481910706,187,0.273,834.6526753902435,187
9213f7353b1e6ce4d0fdbc1dca963ace1fd32cec,7.922,214.4422459602356,4,5.784,212.28707027435303,4,5.285,208.45607733726501,4
ad5513b8dd15637c6c95585603a4e055dabad56d,5.285,1069.7687463760376,204,3.344,1021.3036708831787,184,2.114,1048.8625807762146,187
061438e83e61692fc9e06e057a739db5327d42b9,6.214,1077.3227910995483,210,3.181,1072.3957107067108,186,3.302,991.69548869133,184
7fdadf7273f34dd0552db25a3771cf55b65e9208,5.988,887.9438688755035,191,2.623,848.8293612003326,183,2.222,849.5062894821167,186
ea75e1f63572fc72fb8520ba8c793523047acb49,8.877,444.9907822608948,15,4.209,1014.8907086849213,186,5.738,452.69519233703613,15
c583a6e79654359b5daad5093d1730e370d3b75b,6.951,759.4432036876678,151,4.575,747.8394482135773,149,4.372,758.253342628479,149
1590a424cb7a8768b0ae01f2957856b1834dd68d,7.15,855.6192214488983,152,3.194,1061.0459942817688,187,4.272,867.6838221549988,149
f8ebf1a25281b2c7f48e08011918c72643313209,8.792,113.6014518737793,1,5.782,110.2196900844574,1,6.3,111.79983901977539,1
96d87e2809f92460f182c66311d83d59f2ab96c3,7.198,1039.8997206687927,200,3.882,988.6485540866852,184,3.334,992.5246543884277,184
f5c29aab9adb49d9d3580074d4d1a805579fa20d,8.55,57.94377779960632,7,5.377,54.27157378196716,6,3.012,963.6007695198059,187
766e173e9d51b6354920ebc136b246d221b87ec1,7.791,1067.506056547165,181,4.015,1092.4487462043762,176,4.129,1054.2422802448273,176
b79abb2014db9684c00afd7d98c0a7cb69ce6c8b,6.963,992.1908905506134,194,2.833,981.0226404666901,188,4.427,1009.0613441467285,185
c499202a2c470e2e365ef109c8e49784cb043367,4.486,1058.4503333568573,211,2.234,1004.6339976787567,184,2.921,1007.7205488681793,184
5e787c5990091b2d1fc560eba88d3c25b04690a2,9.215,24.727582216262817,0,5.948,22.144763469696045,0,3.939,984.5887463092804,187
32e40e8cee36ddba1973875ab6637912719271fa,5.801,1118.44278049469,210,3.436,1040.6486296653748,184,3.369,1046.1014332771301,186
5e6e15ac40cfd2cadac3e718e494a3c13b934b8d,5.964,923.5561800003052,186,4.077,880.524026632309,173,3.686,873.2141714096069,173
525a28bd1cb864a5783593c64908cfe0ddcba65f,8.668,674.7385132312775,87,5.289,676.3872289657593,87,3.026,952.275148153305,188
2f00dea17bd94bf43b2f6647f6b08b00ff8b7ece,7.68,596.5726635456085,88,4.76,620.9694256782532,87,3.567,906.4584167003632,186
9442ce23bade5286459ff78ade1af173f7b69c30,7.398,714.9681797027588,87,5.356,737.7318797111511,87,5.111,726.2442791461945,87
16187c48a1d9b339866b81e69c522021b031c4c3,9.339,26.733642101287842,1,6.312,22.99276375770569,0,3.911,1042.730581998825,187
2d3065606a444c0b711c1809ce296db2ba56cb0c,6.148,1087.0403504371643,204,3.414,1021.0121071338654,180,3.873,1019.6699831485748,180
70f70d821c2c5225edeb54a8af0bd1911a51fc89,7.269,733.7647178173065,85,3.203,1043.0359556674957,188,5.765,690.5740256309509,81
e642a325b91ab829aefa47708c7b4b45811d2d23,5.53,996.7661113739014,212,2.821,903.2169597148895,188,4.222,906.9286334514618,186
a692cbab92e9bae53c9313241d9668d9de97ed8b,8.357,58.00886082649231,7,5.924,53.8041410446167,6,5.646,53.03580594062805,6
e7de1cf04925b7e1d06f9add83d90760e5a7a241,8.988,394.1093657016754,1,3.957,1026.842764377594,187,6.142,399.4653148651123,1
7a368b4b196af02190e6e57f18f56598ee32a626,9.168,84.61928367614746,1,6.918,25.51643681526184,0,6.671,24.503206729888916,0
9a5da5f9a023e53bf339748b5b7b17278ae36475,3.717,1117.907113313675,224,2.279,1047.951503753662,189,1.866,1042.4595909118652,189
3cdc62c132846a6e5fd06782730a986b3e5ea144,8.422,24.225736618041992,1,5.652,20.98428726196289,0,5.81,19.939074754714966,0
5f6ec6cc7fd303702dca31edd2317b33c6e66bd1,6.653,1118.4687585830688,206,4.425,1072.599939584732,183,4.052,1101.9186520576477,183
06467dc8c20e6c7357c19904f6214bb406262ba2,4.665,938.9808311462402,211,2.511,890.6293349266052,186,3.036,899.4302732944489,186
726ec30fdd47bccd2a2be021cf6a6b848e9ee28b,9.07,35.89606070518494,1,6.038,32.68113732337952,1,4.197,1016.3710026741028,186
d9d20aa1db311424336a564ae55367b4e20c4c9d,6.946,815.4107718467712,106,3.703,1063.3780653476715,187,3.427,1063.704312801361,187
ce4c3d52e0dfb59ee758b77450ae13b196488c95,8.014,588.6748235225677,66,4.989,580.8966991901398,66,4.982,575.8841555118561,65
26001aacfeff519ccd6b0991b0cc38ab10ad6564,4.896,1080.808929681778,201,3.314,1018.9743866920471,184,2.994,1030.5288605690002,184
c0b19e0c5c2bbf1fb24e154466b6cc0fa6b5e74a,6.202,932.1540050506592,212,3.577,886.8047168254852,187,3.657,888.7608623504639,187
531bddd5b43d2f0b3afbe0051642830c47030652,7.115,749.4747469425201,152,4.908,741.8494791984558,149,3.859,742.1800267696381,149
156e682e3d4bb27338418602c1c3c530da6ff7bd,5.457,1084.5286355018616,206,2.193,999.811377286911,187,2.435,1002.924887418747,183
cb899167421d7a24f1e6c3f06aa4a621391df15f,8.617,630.6551740169525,62,5.383,650.9281339645386,62,5.377,645.3703353404999,62
864b8a7c8044349b29b0e67952323a8cb2bc2dd4,5.092,1130.2014920711517,223,3.267,974.3652334213257,186,3.662,915.3331418037415,186
01f935cdebd582211e6d4eef9f81da4228412911,6.94,1243.490719795227,199,3.993,1212.1776287555695,185,5.061,1177.00128865242,185
8d82be71dfce6b6752717ca0a68a77ec3c03032b,9.161,27.019397735595703,0,6.313,24.310945987701416,0,5.915,24.013439655303955,0
3b0603f526fda4715904bfe2d1bba8a79458f00c,6.352,1141.2849280834198,174,3.969,1089.115612745285,170,3.627,1127.862995147705,170
be3c3954e6bd940baf4b8d21b4b6a87a71f76ee6,8.367,712.4754250049591,85,5.051,724.3345766067505,85,4.707,722.2059724330902,85
1104deeaa589b01548bfa6c411e090e345f132f8,6.855,986.691641330719,195,3.784,979.5470769405365,181,4.597,943.9336373806,181
7b75017bbb70c9f159b35f7399e29dc53bdc3d97,9.159,22.558581829071045,0,6.653,19.330156803131104,0,6.203,19.38267469406128,0
