commit,def_a_time,def_total_time,def_total_classes,def_select_from_prev,def_select_from_cur,def_select_from_both,prod1_a_time,prod1_total_time,prod1_total_classes,prod1_select_from_prev,prod1_select_from_cur,prod1_select_from_both,prod2_a_time,prod2_total_time,prod2_total_classes,prod2_select_from_prev,prod2_select_from_cur,prod2_select_from_both
525a28bd1cb864a5783593c64908cfe0ddcba65f,9.233,666.1451189517975,87,87,297,87,9.168,26.676231384277344,0,87,1,0,9.729,499.17666029930115,36,90,36,36
2f00dea17bd94bf43b2f6647f6b08b00ff8b7ece,8.8,615.4008519649506,88,88,298,88,8.825,23.858200788497925,0,88,1,0,8.881,97.61438083648682,5,88,6,5
9442ce23bade5286459ff78ade1af173f7b69c30,9.626,647.8890106678009,86,86,298,86,9.354,24.03469681739807,0,86,1,0,9.33,99.17942404747009,5,86,6,5
16187c48a1d9b339866b81e69c522021b031c4c3,10.095,28.30012583732605,1,1,297,1,10.346,27.346766471862793,0,1,1,0,10.75,28.311070442199707,0,1,0,0
2d3065606a444c0b711c1809ce296db2ba56cb0c,7.709,1145.5949296951294,203,203,297,203,7.906,26.96695351600647,1,203,1,1,7.496,24.99342393875122,0,203,0,0
70f70d821c2c5225edeb54a8af0bd1911a51fc89,8.547,592.8447177410126,85,85,298,85,8.781,23.83077836036682,0,85,1,0,9.083,24.651670932769775,0,85,0,0
e642a325b91ab829aefa47708c7b4b45811d2d23,7.646,1020.6595458984375,210,210,297,210,7.197,25.010549783706665,1,210,1,1,7.905,24.786598205566406,0,210,0,0
a692cbab92e9bae53c9313241d9668d9de97ed8b,10.074,65.6585624217987,7,7,297,7,10.434,27.186525344848633,0,7,1,0,10.107,26.690486431121826,0,7,0,0
e7de1cf04925b7e1d06f9add83d90760e5a7a241,9.724,402.22167587280273,1,1,298,1,10.28,517.5608198642731,36,36,36,36,10.093,25.609598398208618,0,1,0,0
7a368b4b196af02190e6e57f18f56598ee32a626,9.8,84.07255959510803,1,1,296,1,10.307,27.954587697982788,0,1,36,0,10.88,28.182743310928345,0,1,0,0
9a5da5f9a023e53bf339748b5b7b17278ae36475,4.951,1090.856519460678,224,224,300,224,4.676,525.8519816398621,36,224,36,36,5.002,19.96021604537964,0,224,0,0
3cdc62c132846a6e5fd06782730a986b3e5ea144,10.55,29.256531715393066,1,1,299,1,10.476,27.810553312301636,0,1,36,0,10.852,28.53903341293335,0,1,0,0
5f6ec6cc7fd303702dca31edd2317b33c6e66bd1,7.796,1029.5479719638824,206,206,299,206,7.943,491.07154631614685,36,206,36,36,8.15,26.36418628692627,0,206,0,0
06467dc8c20e6c7357c19904f6214bb406262ba2,5.69,925.6134378910065,210,210,299,210,6.269,501.36371779441833,36,210,36,36,6.269,23.378026485443115,0,210,0,0
726ec30fdd47bccd2a2be021cf6a6b848e9ee28b,10.263,54.647483587265015,1,1,300,1,11.03,25.845359086990356,0,1,36,0,10.358,25.768354654312134,0,1,0,0
d9d20aa1db311424336a564ae55367b4e20c4c9d,8.311,818.3360199928284,105,105,298,105,8.035,494.3314907550812,36,107,36,36,8.404,524.135844707489,39,110,39,39
ce4c3d52e0dfb59ee758b77450ae13b196488c95,9.791,637.6760334968567,66,66,300,66,9.769,449.67029213905334,25,69,36,25,10.841,452.90649008750916,25,69,39,25
26001aacfeff519ccd6b0991b0cc38ab10ad6564,7.26,982.3756296634674,203,203,300,203,6.812,472.6449885368347,36,203,36,36,7.654,485.55803394317627,39,203,39,39
c0b19e0c5c2bbf1fb24e154466b6cc0fa6b5e74a,7.188,973.6302871704102,210,210,298,210,7.496,456.59463763237,36,210,36,36,7.201,449.3330338001251,39,210,39,39
531bddd5b43d2f0b3afbe0051642830c47030652,8.433,765.361927986145,152,152,299,152,8.138,232.02113366127014,30,152,36,30,8.679,233.03465270996094,32,152,39,32
156e682e3d4bb27338418602c1c3c530da6ff7bd,6.566,962.8159255981445,206,206,299,206,6.964,24.20858383178711,0,206,0,0,7.151,513.542031288147,39,206,39,39
cb899167421d7a24f1e6c3f06aa4a621391df15f,10.163,686.2204959392548,62,62,300,62,10.131,24.734795570373535,0,62,0,0,9.651,545.7279012203217,30,62,39,30
864b8a7c8044349b29b0e67952323a8cb2bc2dd4,6.725,987.1059260368347,224,224,300,224,6.827,21.892302751541138,0,224,0,0,7.607,474.33658027648926,39,224,39,39
01f935cdebd582211e6d4eef9f81da4228412911,7.564,1172.0453147888184,199,199,300,199,8.285,25.837714433670044,0,199,0,0,8.076,516.9090385437012,39,199,39,39
8d82be71dfce6b6752717ca0a68a77ec3c03032b,10.677,26.095531463623047,0,0,300,0,10.943,26.44376492500305,0,0,0,0,10.957,27.37313985824585,0,0,39,0
3b0603f526fda4715904bfe2d1bba8a79458f00c,7.326,915.9272842407227,176,176,299,176,6.969,21.669095993041992,0,176,0,0,7.271,489.87131237983704,39,176,39,39
be3c3954e6bd940baf4b8d21b4b6a87a71f76ee6,9.783,720.4001944065094,84,84,299,84,9.818,29.470517873764038,0,84,0,0,10.545,477.0980887413025,33,84,39,33
1104deeaa589b01548bfa6c411e090e345f132f8,7.715,994.2115519046783,195,195,299,195,8.161,24.77525281906128,0,195,0,0,8.169,500.74440264701843,39,195,39,39
7b75017bbb70c9f159b35f7399e29dc53bdc3d97,9.194,24.28428554534912,0,0,299,0,9.538,24.4057137966156,0,0,0,0,9.436,24.55765128135681,0,0,39,0
957f8fc0afbeca638f13f6fb739e49a921da2b9d,9.549,479.4362082481384,16,16,299,16,10.039,26.59025263786316,0,16,0,0,9.746,409.6723487377167,6,16,39,6
85551f9be5b054fa4aee0636597b12bda2ecb2e8,9.3,1138.6404478549957,159,159,298,159,9.342,528.1513504981995,36,159,36,36,9.815,548.3300640583038,39,159,39,39
d45d5df963cc3f7641d6dec2920bb22cfe8d0a76,10.69,447.16805958747864,30,30,299,30,10.589,425.44100046157837,7,30,36,7,10.665,439.3732702732086,9,30,39,9
5a02a05eddb59aee6ac762f7ea82e92a68eb9c0f,7.141,988.2281656265259,213,213,300,213,6.752,503.21880197525024,36,213,36,36,7.119,507.0117335319519,39,213,39,39
