commit,def_total_time,def_total_classes,prod1_total_time,prod1_total_classes,prod2_total_time,prod2_total_classes
acbfb2d78996cbaa29b9dc764d4cb3463193dc45,1085.2035601139069,297,922.6163854598999,187,928.783864736557,187
5a02a05eddb59aee6ac762f7ea82e92a68eb9c0f,1277.8145649433136,301,1037.8195300102234,191,1084.7529060840607,191
