commit,def_total_time,def_total_classes,prod1_total_time,prod1_total_classes,prod2_total_time,prod2_total_classes
2d05d7c4b24ef1662afafdae8daf33b2e79a3270,825.1214530467987,245,521.1105420589447,118,516.8205645084381,118
67288abbec68128272de74500b989dd82a24b2fb,810.1592345237732,248,495.9674274921417,121,493.087397813797,121
