commit,def_a_time,def_total_time,def_total_classes,prod1_a_time,prod1_total_time,prod1_total_classes,prod2_a_time,prod2_total_time,prod2_total_classes
2d05d7c4b24ef1662afafdae8daf33b2e79a3270,1.7249999999999999,789.4810528755188,245,1.8529999999999998,520.7412629127502,118,1.96,519.9200336933136,118
fe7ee4a3ae52e4f3f1466ae0682bc265d86a0252,14.940000000000003,535.3662757873535,54,7.9430000000000005,441.7861068248749,49,7.687000000000001,452.2528212070465,49
4da0071c805923489d9da506b58cc829b82cfe71,12.174,686.8468594551086,136,6.6610000000000005,582.1623463630676,118,7.078,545.1751184463501,118
6a9794218cd1edfd88e7e159a1801419fa98da7d,17.218999999999998,221.78913497924805,44,10.452,186.49475169181824,38,11.079,187.88791728019714,38
11e47c48990a4703c606621a3ef1013ac0598419,12.259999999999998,676.9375789165497,135,6.576,570.5726592540741,118,6.124,523.7578914165497,118
7a2aaae3c605349a1e2c8d9f530a54b70c3305c4,16.278000000000002,300.2278161048889,25,10.666,247.26849150657654,23,9.366999999999999,245.11960196495056,23
698b4f0a01bb821a9daa796d3b28f35564478116,11.568999999999999,623.6328248977661,136,7.1739999999999995,520.4169185161591,118,6.771,556.0348265171051,118
1dabaeba80c4c547fe4d32c0da429b1e7377479d,12.124,642.849839925766,135,6.594,601.9152059555054,118,6.526999999999999,521.9852523803711,118
2e046aae83facd12cd2776b960e42d7a66cead8c,12.697,671.0819399356842,136,5.856999999999999,550.4507396221161,118,6.792,568.2929694652557,118
46116a76149d2f137a71d9a180d1f6193f4bf1c8,11.405000000000001,658.286759853363,135,6.619999999999999,528.3648359775543,118,6.151,528.6777422428131,118
5e943c29e19d713659df98c3f19867dffaa0f882,14.788,266.53367614746094,13,6.7509999999999994,531.7997045516968,118,9.462,137.96572136878967,7
6f2b2fa59fa5331942048f8e5e8a3a3a831f80b9,16.547,369.46290278434753,28,10.069999999999999,141.4844925403595,21,10.64,144.87226343154907,21
5cf33595cb8c6e6d2738a211e12d445b5e98b663,12.704,513.4295785427094,41,8.381,397.36327624320984,29,8.658,396.78354501724243,29
5063016989da5284e1a94e80b7b2f2258aadaa7e,11.995999999999999,661.8930428028107,135,6.719,525.9346261024475,118,8.026,530.0981168746948,118
e9136cfd354d28ca9e953b282f4c327a0362d587,13.681000000000001,704.9838976860046,135,7.938000000000001,548.4667551517487,118,7.885,555.3977417945862,118
e697da0a75d6f98f31d6cdd0c7190bf29d5da827,14.184999999999997,465.27321100234985,19,9.612000000000002,358.24232721328735,9,10.249,373.49886298179626,9
d3b045247ae9baecc6fe45af8d410df38335d43d,14.48,368.34979224205017,28,10.904,120.07707691192627,9,7.069999999999999,514.3266007900238,118
984251fe3345659541c4b2330d2185320fa27738,11.858,619.3709073066711,133,6.6690000000000005,511.8340106010437,117,6.56,503.72831654548645,117
