commit,def_a_time,def_total_time,def_total_classes,def_select_from_prev,def_select_from_cur,def_select_from_both,prod1_a_time,prod1_total_time,prod1_total_classes,prod1_select_from_prev,prod1_select_from_cur,prod1_select_from_both,prod2_a_time,prod2_total_time,prod2_total_classes,prod2_select_from_prev,prod2_select_from_cur,prod2_select_from_both
a16bc958dd283dc9bc7c9fe7f17627ace327eb28,14.781,734.5636703968048,136,136,246,136,16.228,284.1636881828308,23,136,23,23,16.717000000000002,349.5198976993561,16,136,16,16
dc922657fdbb6c5ccbbf2e0c1d2e02c66c921204,22.201,338.4643461704254,16,16,246,16,22.179000000000002,222.61319255828857,10,17,23,10,22.431,132.78646969795227,4,16,16,4
278b9e263842d61d7168cc29cac44666bfeea0d0,13.911999999999999,772.5968837738037,136,136,246,136,16.134,296.2186496257782,23,136,23,23,16.131999999999998,338.98494839668274,16,136,16,16
fa54b1bcd9fc891413cbd168862706d0fad0ad02,15.139000000000001,747.1986720561981,136,136,246,136,16.567,280.58426880836487,23,136,23,23,16.778,330.32029700279236,16,136,16,16
067e9d432166d44a82fb26aa1ffa8660b665e2f0,15.591,756.3933351039886,136,136,246,136,17.264000000000003,290.00445008277893,23,136,23,23,18.324,337.91216492652893,16,136,16,16
0dfa1615292a5c1adca7023a5f1330110df82482,19.416999999999998,436.9263741970062,17,17,246,17,18.863,249.28890109062195,12,18,23,12,19.287,305.28146743774414,8,17,16,8
2df1da2d4f6caa47574640bf54c52447e8c0f3ea,19.824,494.2570917606354,27,27,246,27,19.567,251.12152433395386,10,28,23,10,19.002000000000002,321.35983419418335,7,27,16,7
03f686a42238c9e5868132052810f3b5f93be918,14.965000000000002,679.046380519867,133,133,246,133,14.915999999999999,265.76131796836853,23,133,23,23,15.37,335.9378876686096,16,133,16,16
38f110d924e016eff159ac1c8bb5cac14d3a2696,14.579000000000002,753.4556493759155,136,136,246,136,16.803,311.3685142993927,23,136,23,23,16.393,345.7323307991028,16,136,16,16
ebc291ff23f8b4ab6809a6876283e23287b1c64d,15.453,699.5446009635925,133,133,246,133,15.979000000000001,273.96816301345825,23,133,23,23,16.27,341.44520115852356,16,133,16,16
b9c66ca164d363bed9bcefb776a0b0f438d96441,16.61,773.5647184848785,136,136,246,136,16.558,280.577091217041,23,136,23,23,16.101,64.89884090423584,1,136,1,1
050882ecee4ae4dc1bcf3eadcf0ecab3ca192f53,13.432,732.9090962409973,136,136,246,136,13.87,290.7840356826782,26,136,26,26,13.779,66.21323156356812,1,136,1,1
c6e5c2c1243bb9b07ff013ccc9efbb4146b3c92c,21.055,533.731803894043,26,26,246,26,21.239,205.38373684883118,10,27,26,10,22.022000000000002,79.91846585273743,1,26,1,1
f950a7229e1183fdf5142ba4de6c6c9d9de1b3f6,15.408,756.695211648941,143,143,248,143,16.35,289.7354350090027,26,143,26,26,16.717,67.89547085762024,1,143,1,1
f4f80a2d571903dbbbd824bf8fc5290a9b1a8d8c,15.035999999999998,743.5596113204956,138,138,248,138,15.311,274.2083065509796,26,138,26,26,16.028000000000002,67.32534956932068,1,138,1,1
c81d35f48521dcc7bf717594531dc7f76795b9cb,19.2,167.31738424301147,25,25,248,25,20.062,130.7472448348999,8,26,26,8,19.567999999999998,64.6995735168457,1,25,1,1
6f3fe6f4637261044b3938e620ac00e6e6e75708,15.544999999999998,757.66459441185,138,138,249,138,17.811,420.3307058811188,26,138,26,26,16.812,71.1406934261322,1,138,1,1
b8aad79c004719566d679632026adefdcba8dea7,16.074,737.2649137973785,137,137,249,137,16.941000000000003,411.582457780838,26,137,26,26,16.87,68.23438453674316,1,137,1,1
efe8f4c3f050910179f480896b424c93990a6941,13.992,683.1721699237823,137,137,249,137,15.752,407.6209399700165,26,137,26,26,16.584999999999997,66.67653775215149,1,137,1,1
ff293c735c7f12eec4ad8e4ec66a1c2f9598c0a8,17.158,777.4793517589569,137,137,249,137,16.946,419.0314726829529,26,137,26,26,17.201,72.27670288085938,1,137,1,1
9f3676b5b81b8bbf165ed8c3fac85e6ced95c23b,17.035,541.7068562507629,43,43,249,43,16.962000000000003,385.6132535934448,14,44,26,14,17.098,67.9476797580719,1,43,1,1
c1e12fb78bb0110c6e5d85ca112d7a0d904a7c8a,14.262,727.5388169288635,137,137,249,137,14.977,428.1375262737274,26,137,26,26,15.726,61.15565371513367,1,137,1,1
6accf76ff7915a94e78c88d8e0f96a0951d379eb,15.780999999999999,728.1857936382294,138,138,249,138,15.873000000000001,409.571738243103,26,138,26,26,16.407,68.17688965797424,1,138,1,1
40d2a06c1e8ceeff35e7f7ec0eaef549164c86dd,14.71,702.7594542503357,137,137,249,137,15.197,398.9740688800812,26,137,26,26,15.264,61.09775519371033,1,137,1,1
2d939de0cafdb31f5cc19d3170751cc3fa15a972,16.597,615.1735482215881,58,58,249,58,17.525,401.71987652778625,21,59,26,21,17.863,355.1498341560364,18,61,18,18
67288abbec68128272de74500b989dd82a24b2fb,18.706,166.80471348762512,25,25,249,25,18.588,159.59222269058228,8,26,26,8,18.945999999999998,80.14526915550232,4,25,18,4
