commit,def_total_time,def_total_classes,prod1_total_time,prod1_total_classes,prod2_total_time,prod2_total_classes
1576f81dfe0156514ec06b6051e5df7928a294e2,1881.586813211441,508,1239.2415645122528,259,1239.2313120365143,259
1d808f59d79194f0491938c4421dc518fd3e56b8,2081.650584459305,511,1201.1465780735016,262,1291.2660584449768,262
