commit,def_a_time,def_total_time,def_total_classes,def_select_from_prev,def_select_from_cur,def_select_from_both,prod1_a_time,prod1_total_time,prod1_total_classes,prod1_select_from_prev,prod1_select_from_cur,prod1_select_from_both,prod2_a_time,prod2_total_time,prod2_total_classes,prod2_select_from_prev,prod2_select_from_cur,prod2_select_from_both
0c7b951e031d60310acc7b4b1aa5052624fcfb95,20.093,50.57307291030884,0,0,511,0,20.629,57.23337912559509,2,2,103,2,20.94,56.07005715370178,2,2,114,2
6342d5e523941622a140fd877f06e9b59f48c48b,16.62,1183.328677892685,200,200,511,200,16.889,390.52060651779175,91,201,103,91,17.11,432.99097442626953,103,213,103,103
6014a089fd9810422160840bad8301319ae1430b,20.58,150.53700184822083,15,15,511,15,20.294,125.38793301582336,11,14,103,11,20.27,125.57656908035278,11,14,103,11
ad54f5195c8c01f333703c55cd70703109d75f29,19.263,618.9048209190369,63,63,511,63,20.008,117.62782859802246,14,65,105,14,19.575,85.257817029953,9,61,103,9
b53cae0ffb1b383824a86185ef23f698719d7a6d,20.817,52.031432151794434,0,0,511,0,21.354,58.1069278717041,2,2,105,2,21.079,436.82894945144653,104,104,104,104
aa9cdf2af6fd84aa24ec5a19da4f955472a8d5bd,22.169,64.87099742889404,3,3,511,3,23.192,56.68099403381348,2,5,105,2,22.594,56.386441469192505,2,5,104,2
4c94831364e9258247029c22a222a665771ab4c0,22.15,120.26426315307617,15,15,511,15,21.413,82.50294184684753,9,17,105,9,22.212,79.43686842918396,8,17,104,8
73a0c313705ac622bdc1ec465fc03b86ff347d9b,19.559,100.08293175697327,1,1,511,1,19.733,101.92658710479736,3,3,105,3,21.022,105.06363773345947,3,3,104,3
50dda774f13a83547e41db4e835d7106ae66c1ff,20.646,95.70983982086182,9,9,511,9,21.496,70.26165413856506,4,11,105,4,21.159,69.21517729759216,4,11,104,4
164608b5465ebc6a2d296376aafbf4b272d9cff0,16.935,570.0910265445709,136,136,511,136,18.186,334.16306805610657,71,113,105,71,17.674,323.21878361701965,70,113,104,70
4ea60b5733a1afa880d1d509bc4e55b83da66dc3,15.567,666.9227042198181,125,125,511,125,15.565,382.6261167526245,100,125,105,100,16.465,381.9821996688843,99,125,104,99
99a157fa4ad174c4ff979414af2edb67a98eb9fe,20.3,446.2176949977875,21,21,511,21,20.056,426.30227494239807,103,124,103,103,20.894,1054.9360587596893,192,193,192,192
1d808f59d79194f0491938c4421dc518fd3e56b8,20.151,327.45068192481995,20,20,511,20,19.581,55.451488733291626,2,22,103,2,20.003,308.3813645839691,18,21,192,18
