commit,def_a_time,def_total_time,def_total_classes,prod1_a_time,prod1_total_time,prod1_total_classes,prod2_a_time,prod2_total_time,prod2_total_classes
1576f81dfe0156514ec06b6051e5df7928a294e2,0.279,2162.7912385463715,508,0.265,1410.8722169399261,259,0.262,1428.4766635894775,259
c665ab02ed5c400b0c5e9e350686cd0e5b5e6972,18.9,191.02376675605774,41,13.454,170.8049292564392,35,14.559,170.93771767616272,35
832a3c6a8918c73fa85518d5223df65b48f706e9,15.577,702.2271437644958,152,7.741,1471.2137653827667,260,12.84,687.8104798793793,139
98a74e23514392dc8859f407cd40d9c96d8c5923,14.489,791.3347597122192,150,10.959,770.2735965251923,147,6.917,1385.265769958496,259
8ce30f51f999c0a80db53a2a96b5be5505d4d151,18.413,447.1091914176941,19,14.578,442.99551701545715,19,13.383,441.00396275520325,19
59fc4061cb619c85538277588f326469dfa08fb8,19.644,50.84712219238281,1,15.973,47.79942750930786,1,15.061,47.00033140182495,1
4a26a61ecd54bd36b6d089f999359da5fca16723,16.014,636.3627305030823,134,11.492,518.7912175655365,111,7.384,1468.3269202709198,259
f4b24c68e76df40d55258fc5391baabfa9ac362d,7.777,1449.5342812538147,253,4.638,1281.0680978298187,224,4.585,1425.8351900577545,259
762a83e044b84250c6e2543e02f48136361ea3eb,10.541,1690.5500798225403,348,8.224,1422.3109123706818,259,7.457,1426.1854615211487,259
4ef27a596fd1d7be5e437ab444b12fe450e79e79,20.793,52.7433500289917,0,8.74,1527.9799695014954,259,16.438,49.36170840263367,0
6e5692e7e221a22a86257ba5f85746102528e96d,17.759,687.2963519096375,134,7.567,1522.2827143669128,259,13.383,600.6902091503143,111
9e7c7ad129fcf466d9647e0672ecf7dd72213e72,10.817,1608.822877407074,302,8.605,1467.1928701400757,259,8.903,1423.9476432800293,259
c488abbc79cc1ad2596cbf509a0cde14acc5ad6b,17.47,239.12141609191895,43,12.545,210.96822953224182,38,12.028,168.8193826675415,30
20a4b1ae36483b5574c09516373557c764903c72,19.288,55.41035509109497,3,9.802,1489.8887877464294,259,12.527,47.7646369934082,2
f639fbc29f7313ef6a54df4126bc56bee7c39f98,11.737,1630.1841650009155,302,7.764,1461.678631067276,259,7.291,1417.9551861286163,259
a5db6831bc674a24a3251cf1b20f22a4fd4fac9f,17.156,313.01140213012695,18,13.094,298.18844771385193,17,10.275,297.02358984947205,19
618c9218eeed2dc0388010e04349b3df8d6c5b70,12.143,1231.2024104595184,200,9.548,1022.7839865684509,154,9.792,978.6388535499573,143
ba325a8ada573291266c4d6447862072fdf88af5,15.704,431.0453197956085,51,11.594,366.36874890327454,45,11.049,328.02595615386963,39
ea90c5117dc4021e0c55ba12aa8d1657838714be,11.758,1569.4107563495636,302,7.474,1401.2847697734833,259,7.74,1350.6644022464752,259
1dd03cc4b573270dc960117c3b6c74bb78215caa,15.51,847.9670879840851,134,10.232,812.7404198646545,133,10.855,388.28005170822144,46
87e00001372a37199e1c8d595e237dfb4016853b,19.28,47.780155658721924,0,14.549,42.47949457168579,0,7.612,1404.3881695270538,259
df44178eb6d052b868cfb35adf40316b648f5a6c,10.996,1604.3146629333496,303,7.455,1470.526572227478,259,6.617,1389.6930067539215,259
e1d00addb5b6d7240884536aaa57846af34a0dd5,11.44,1646.2044217586517,303,8.092,1469.9257719516754,259,7.745,1428.113723039627,259
3a52bfc5db1b13a71d5a5c6ee0cd689fb8b27895,18.681,322.64828610420227,20,13.892,300.58548617362976,18,11.568,303.05703115463257,20
4c35466359dec71ac083ef3b6b5ceef83fa6121c,21.473,80.82227897644043,5,9.078,1530.2360711097717,259,8.084,1477.5816633701324,259
f813554769606d59c23bcdc184d52249793d0f12,19.289,48.89439129829407,0,14.636,44.52504563331604,0,13.025,47.455172061920166,2
fd13970d946ccfea529a8366227af72c418da7ec,16.765,93.35887694358826,3,13.479,76.50854635238647,1,11.223,77.48332715034485,3
e001f8ee39f9f2b4e661c3fe3af65f53348bbabf,11.858,1705.925332069397,303,9.58,1520.8502950668335,259,7.63,1659.8050470352173,259
798a0837c1c170c700ee97ba6f14f99def51e886,16.328,245.7161374092102,30,13.133,243.31099796295166,30,12.705,245.79841375350952,30
a218038960e905e6c9eae80e118575a7743cae7a,16.301,655.2682356834412,134,12.41,527.6434397697449,98,12.459,505.7046890258789,98
ee466d4b4002bc21b66f9c944263559a955c3055,20.161,52.44620084762573,0,16.431,48.21055006980896,0,16.621,48.66550350189209,0
ccfa072dc77d6b085d92f30d4ca667b0d6b25c4d,11.705,1672.658530473709,304,9.769,1685.3000671863556,260,8.993,1500.2205061912537,260
8616591b0c069919e332d29e1a0ccd704c1bf1a7,17.879,148.04360222816467,19,8.54,1634.1692662239075,260,14.378,44.70162630081177,0
9fe1f24ec11c3e1c2ed5ee9db801d40a2f7a2ed6,16.941,320.3331251144409,20,13.814,296.72490763664246,18,13.467,296.25466537475586,18
